1	-6778840.038142
1	-6778840.038142
1	-6778840.038142
1	-6778840.038142
1	-6778840.038142
1	-6778840.038142
1	-6778840.038142
1	-6778840.038142
1	-6778840.038142
1	-6778840.038142
2	-6494831.228955
2	-6494831.228948
2	-6494831.228497
2	-6494831.193017
2	-6494831.205538
2	-6494831.214561
2	-6494831.171222
2	-6494831.218347
2	-6494831.248355
2	-6494831.221313
3	-6314249.647225
3	-6314249.781541
3	-6314249.730806
3	-6314249.753994
3	-6314249.725184
3	-6314249.117577
3	-6314249.803699
3	-6314249.402095
3	-6314249.716120
3	-6314249.270655
4	-6221484.150641
4	-6221484.177645
4	-6221484.517185
4	-6221484.113144
4	-6221484.204863
4	-6221484.179265
4	-6221484.121170
4	-6221484.234924
4	-6221484.185486
4	-6221484.164411
5	-6165332.850563
5	-6165335.126402
5	-6165333.337506
5	-6165334.950340
5	-6165335.156044
5	-6165333.352372
5	-6165335.048706
5	-6165333.267680
5	-6165335.135635
5	-6165333.409403
6	-6124613.015108
6	-6128832.105095
6	-6125921.486222
6	-6125380.895729
6	-6126304.293594
6	-6125816.848072
6	-6126263.780640
6	-6126304.424825
6	-6128731.508645
6	-6128736.034460
7	-6090004.157071
7	-6088903.717726
7	-6094303.660036
7	-6085816.368809
7	-6093700.014258
7	-6094382.422844
7	-6089542.255101
7	-6096081.027626
7	-6099382.765649
7	-6096080.579096
8	-6060372.577492
8	-6056098.314486
8	-6059663.400455
8	-6055603.175735
8	-6058807.080750
8	-6060494.723788
8	-6056439.180312
8	-6055979.393256
8	-6049215.247610
8	-6058399.845945
9	-6020284.248158
9	-6036062.880994
9	-6032445.297712
9	-6020094.591199
9	-6028208.019958
9	-6026721.217227
9	-6019934.275662
9	-6019797.299077
9	-6024543.268212
9	-6019572.955123
10	-5999626.802043
10	-5996047.218628
10	-5995750.021512
10	-5995005.135614
10	-5990259.549682
10	-5989122.652001
10	-5991133.761931
10	-5992829.672503
10	-5994954.944164
10	-5992412.778210
