2	-29908791.324275
2	-29908790.967617
2	-29908790.781969
2	-29908790.973357
2	-29908790.974910
2	-29908790.968688
2	-29908791.247878
2	-29908791.009660
2	-29908791.339112
2	-29908791.288618
3	-29454905.866813
3	-29454905.963443
3	-29495985.349981
3	-29495985.391792
3	-29495985.417657
3	-29454905.896241
3	-29454905.864249
3	-29454907.166076
3	-29454905.897316
3	-29454907.147727
4	-29086263.712387
4	-29089595.492644
4	-29086263.744214
4	-29161315.530674
4	-29086263.763535
4	-29161315.164275
4	-29089595.571598
4	-29086263.727005
4	-29089605.050346
4	-29161318.332580
5	-28796345.392501
5	-28792908.633048
5	-28796343.630137
5	-28792914.248206
5	-28796354.487341
5	-28796343.226846
5	-28777435.645174
5	-28777435.327295
5	-28792908.853313
5	-28796343.629315
6	-28497779.925555
6	-28484494.118918
6	-28487197.532480
6	-28487197.467970
6	-28484494.289070
6	-28484494.101971
6	-28487197.514637
6	-28484494.855484
6	-28484497.087577
6	-28487197.493895
7	-28205862.290019
7	-28205862.295121
7	-28205862.287441
7	-28320767.081093
7	-28205862.384227
7	-28205862.273430
7	-28205862.346922
7	-28205862.469679
7	-28205862.300087
7	-28205862.273803
8	-28069126.506352
8	-28039433.068585
8	-27956963.095708
8	-28096602.846733
8	-27956963.110845
8	-27956963.289589
8	-27956963.070167
8	-28039433.347776
8	-28039433.100132
8	-27956963.669124
9	-27735414.177180
9	-27790535.600590
9	-27735414.225929
9	-27790535.303212
9	-27790543.633436
9	-27790535.394075
9	-27790536.073878
9	-27790535.260790
9	-27790535.130983
9	-27954526.831240
10	-27568986.358817
10	-27568986.521519
10	-27568986.202133
10	-27568986.313366
10	-27568986.383250
10	-27586560.010114
10	-27568988.153945
10	-27568985.420735
10	-27568986.123231
10	-27705629.710075
