D02_10,3615274,2873771,1361132,.794,.473,.376
D02_11,1904085,1509681,799011,.792,.529,.419
D02_12,2791317,2214398,1082396,.793,.488,.387
D02_13,1081329,859796,480728,.795,.559,.444
D02_14,2890865,2317619,1136992,.801,.490,.393
D02_15,2385651,1898250,962975,.795,.507,.403
D02_16,2077067,1648205,846045,.793,.513,.407
D02_17,797823,626867,367869,.785,.586,.461
D02_18,3062329,2422828,1182153,.791,.487,.386
D02_19,6174022,4909845,2106434,.795,.429,.341
D02_20,1504571,1203211,649325,.799,.539,.431
D02_21,1215518,948459,488127,.780,.514,.401
D02_22,601407,456712,253430,.759,.554,.421
D02_23,7245261,5785304,2393790,.798,.413,.330
D02_24,1880958,1485211,791793,.789,.533,.420
D02_25,1542780,1214441,663234,.787,.546,.429
D03_01,4380823,3490463,1595100,.796,.456,.364
D03_02,681950,544868,320459,.798,.588,.469
D03_03,1135203,914197,503601,.805,.550,.443
D03_04,1984482,1572334,821841,.792,.522,.414
D03_05,1771142,1411847,740005,.797,.524,.417
D03_06,1196147,946886,531306,.791,.561,.444
D03_07,7425756,5944032,2392044,.800,.402,.322
D03_08,2118103,1683226,855174,.794,.508,.403
D03_09,2423544,1932032,960958,.797,.497,.396
D03_10,817105,650695,374875,.796,.576,.458
D03_11,1005054,804387,450036,.800,.559,.447
D03_12,1862304,1498083,769758,.804,.513,.413
D03_13,2286309,1815400,928026,.794,.511,.405
D03_14,3749549,2985793,1392661,.796,.466,.371
D03_15,2819084,2238679,1098177,.794,.490,.389
D03_16,3322434,2653792,1251964,.798,.471,.376
D03_17,1720066,1371700,727072,.797,.530,.422
D03_18,1302359,1037730,564269,.796,.543,.433
D03_19,8089646,6427367,2593413,.794,.403,.320
D03_20,1187625,944202,525455,.795,.556,.442
D03_21,3481946,2783664,1315338,.799,.472,.377
D03_22,3014893,2395822,1157151,.794,.482,.383
D04_01,894709,707838,411502,.791,.581,.459
D08_01,1405160,1116265,609009,.794,.545,.433
D08_02,1062415,833906,425716,.784,.510,.400
D08_03,2286810,1821785,926649,.796,.508,.405
D09_01,6433915,5129559,2173086,.797,.423,.337
D09_02,1859038,1491400,781921,.802,.524,.420
D09_03,1686037,1351340,713079,.801,.527,.422
D09_04,1759384,1397748,735294,.794,.526,.417
D09_05,1271458,1003292,558734,.789,.556,.439
D09_06,1554247,1238277,666051,.796,.537,.428
D09_07,2778629,2200831,1078263,.792,.489,.388
D09_08,2966078,2371607,1133922,.799,.478,.382
D09_09,573925,457962,275204,.797,.600,.479
D09_10,6682688,5336719,2237377,.798,.419,.334
D09_11,2383362,1894950,956712,.795,.504,.401
D09_12,11327784,8991555,3326301,.793,.369,.293
D09_13,871618,692796,395025,.794,.570,.453
D09_14,5453690,4345414,1874820,.796,.431,.343
D09_15,2854017,2269375,1098209,.795,.483,.384
D09_16,1085334,855843,494659,.788,.577,.455
D09_17,2745876,2186043,1077008,.796,.492,.392
D09_18,4793289,3841896,1723581,.801,.448,.359
D09_19,1328217,1056594,591807,.795,.560,.445
D09_20,2131610,1603124,833271,.752,.519,.390
D09_21,1971168,1549100,716957,.785,.462,.363
D09_22,2450398,1926184,866409,.786,.449,.353
D09_23,2469678,1852024,967892,.749,.522,.391
D09_24,1430574,1077924,591051,.753,.548,.413
D09_25,2311770,1855119,846044,.802,.456,.365
D10_01,1298256,976835,545449,.752,.558,.420
D10_02,1969475,1489937,779079,.756,.522,.395
D10_03,3791735,2826764,1362831,.745,.482,.359
D10_04,913246,680416,408242,.745,.599,.447
D10_05,1699841,1249301,683744,.734,.547,.402
D10_06,2707841,2043779,1035609,.754,.506,.382
D10_07,1384866,1033309,578665,.746,.560,.417
D10_08,1800613,1357777,729946,.754,.537,.405
D10_09,1929680,1456153,767227,.754,.526,.397
D10_10,2293614,1739807,900169,.758,.517,.392
D10_11,2211188,1610485,874110,.728,.542,.395
D10_12,2623038,1965268,1007245,.749,.512,.383
D10_13,1935291,1443916,775549,.746,.537,.400
D10_14,1953238,1491474,776566,.763,.520,.397
D10_15,1187439,888330,510969,.748,.575,.430
D10_16,1763991,1312107,717395,.743,.546,.406
D10_17,2255071,1695882,876594,.752,.516,.388
D10_18,2912482,2298971,1028529,.789,.447,.353
D10_19,1848842,1389176,727769,.751,.523,.393
D10_20,1721274,1297083,699433,.753,.539,.406
D10_21,1496000,1125117,621471,.752,.552,.415
D10_22,1924550,1424987,772692,.740,.542,.401
D10_23,1241669,933546,523864,.751,.561,.421
D10_24,1555484,1174263,644975,.754,.549,.414
D10_25,330802,243672,157563,.736,.646,.476
D11_01,1794415,1361593,729568,.758,.535,.406
D11_02,1872725,1408344,748090,.752,.531,.399
D11_03,1912008,1496924,690726,.782,.461,.361
D11_04,966634,739866,383860,.765,.518,.397
D11_05,2109705,1660124,759970,.786,.457,.360
D11_06,8704,6710,5932,.770,.884,.681
D11_07,1056668,796036,455256,.753,.571,.430
D11_08,1151991,848697,487594,.736,.574,.423
