Index,SampleID,Species,Project,SampleSite,Site,SiteWaypoint,Valley,CollectionYear,CollectionDate,WaypointName,NameGroup,UTMzone,Easting,Northing,Habitat,Collector,Affiliation,LibPrepYear,PreppedBy,Library,Well,Notes,RangeWidePhylo,RangeWidePopGen,JSWC
502,D10_16,Relict dace,Johnson Springs Wetland Complex,Ditch 10,GSJS,GSJS_D10,Goshute Valley,2019,,D10,Dwest,11,709671.9975,4538583.561,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,F3,,,,Y
503,D10_17,Relict dace,Johnson Springs Wetland Complex,Ditch 10,GSJS,GSJS_D10,Goshute Valley,2019,,D10,Dwest,11,709671.9975,4538583.561,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,G3,,,,Y
504,SS05_7,Relict dace,Johnson Springs Wetland Complex,South Spring 5,GSJS,GSJS_SS05,Goshute Valley,2019,,SS05,SSnorth,11,709333.96,4538059.52,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,H3,,,,Y
505,D10_19,Relict dace,Johnson Springs Wetland Complex,Ditch 10,GSJS,GSJS_D10,Goshute Valley,2019,,D10,Dwest,11,709671.9975,4538583.561,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,A4,,,,Y
506,D10_20,Relict dace,Johnson Springs Wetland Complex,Ditch 10,GSJS,GSJS_D10,Goshute Valley,2019,,D10,Dwest,11,709671.9975,4538583.561,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,B4,,,,Y
507,D10_21,Relict dace,Johnson Springs Wetland Complex,Ditch 10,GSJS,GSJS_D10,Goshute Valley,2019,,D10,Dwest,11,709671.9975,4538583.561,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,C4,,,,Y
508,D10_22,Relict dace,Johnson Springs Wetland Complex,Ditch 10,GSJS,GSJS_D10,Goshute Valley,2019,,D10,Dwest,11,709671.9975,4538583.561,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,D4,,,,Y
509,D10_23,Relict dace,Johnson Springs Wetland Complex,Ditch 10,GSJS,GSJS_D10,Goshute Valley,2019,,D10,Dwest,11,709671.9975,4538583.561,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,E4,,,,Y
510,D10_24,Relict dace,Johnson Springs Wetland Complex,Ditch 10,GSJS,GSJS_D10,Goshute Valley,2019,,D10,Dwest,11,709671.9975,4538583.561,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,F4,,,,Y
511,D10_25,Relict dace,Johnson Springs Wetland Complex,Ditch 10,GSJS,GSJS_D10,Goshute Valley,2019,,D10,Dwest,11,709671.9975,4538583.561,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,G4,,,,Y
512,D11_01,Relict dace,Johnson Springs Wetland Complex,Ditch 11,GSJS,GSJS_D11,Goshute Valley,2019,,D11,Dwest,11,709614.8358,4538505.331,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,H4,,,,Y
513,D11_02,Relict dace,Johnson Springs Wetland Complex,Ditch 11,GSJS,GSJS_D11,Goshute Valley,2019,,D11,Dwest,11,709614.8358,4538505.331,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,A5,,,,Y
514,SS05_8,Relict dace,Johnson Springs Wetland Complex,South Spring 5,GSJS,GSJS_SS05,Goshute Valley,2019,,SS05,SSnorth,11,709333.96,4538059.52,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,B5,,,,Y
515,SS05_9,Relict dace,Johnson Springs Wetland Complex,South Spring 5,GSJS,GSJS_SS05,Goshute Valley,2019,,SS05,SSnorth,11,709333.96,4538059.52,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,C5,,,,Y
516,SS05_10,Relict dace,Johnson Springs Wetland Complex,South Spring 5,GSJS,GSJS_SS05,Goshute Valley,2019,,SS05,SSnorth,11,709333.96,4538059.52,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,D5,,,,Y
517,SS05_11,Relict dace,Johnson Springs Wetland Complex,South Spring 5,GSJS,GSJS_SS05,Goshute Valley,2019,,SS05,SSnorth,11,709333.96,4538059.52,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,E5,,,,Y
518,D11_07,Relict dace,Johnson Springs Wetland Complex,Ditch 11,GSJS,GSJS_D11,Goshute Valley,2019,,D11,Dwest,11,709614.8358,4538505.331,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,F5,,,,Y
519,D11_08,Relict dace,Johnson Springs Wetland Complex,Ditch 11,GSJS,GSJS_D11,Goshute Valley,2019,,D11,Dwest,11,709614.8358,4538505.331,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,G5,,,,Y
520,D11_09,Relict dace,Johnson Springs Wetland Complex,Ditch 11,GSJS,GSJS_D11,Goshute Valley,2019,,D11,Dwest,11,709614.8358,4538505.331,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,H5,,,,Y
521,SS05_13,Relict dace,Johnson Springs Wetland Complex,South Spring 5,GSJS,GSJS_SS05,Goshute Valley,2019,,SS05,SSnorth,11,709333.96,4538059.52,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,A6,,,,Y
522,SS05_14,Relict dace,Johnson Springs Wetland Complex,South Spring 5,GSJS,GSJS_SS05,Goshute Valley,2019,,SS05,SSnorth,11,709333.96,4538059.52,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,B6,,,,Y
523,SS05_16,Relict dace,Johnson Springs Wetland Complex,South Spring 5,GSJS,GSJS_SS05,Goshute Valley,2019,,SS05,SSnorth,11,709333.96,4538059.52,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,C6,,,,Y
524,SS05_17,Relict dace,Johnson Springs Wetland Complex,South Spring 5,GSJS,GSJS_SS05,Goshute Valley,2019,,SS05,SSnorth,11,709333.96,4538059.52,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,D6,,,,Y
525,SS05_18,Relict dace,Johnson Springs Wetland Complex,South Spring 5,GSJS,GSJS_SS05,Goshute Valley,2019,,SS05,SSnorth,11,709333.96,4538059.52,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,E6,,,,Y
526,SS05_19,Relict dace,Johnson Springs Wetland Complex,South Spring 5,GSJS,GSJS_SS05,Goshute Valley,2019,,SS05,SSnorth,11,709333.96,4538059.52,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,F6,,,,Y
527,SS06_2,Relict dace,Johnson Springs Wetland Complex,South Spring 6,GSJS,GSJS_SS06,Goshute Valley,2019,,SS06,SSnorth,11,709343.58,4538048.96,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,G6,,,,Y
528,SS06_3,Relict dace,Johnson Springs Wetland Complex,South Spring 6,GSJS,GSJS_SS06,Goshute Valley,2019,,SS06,SSnorth,11,709343.58,4538048.96,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,H6,,,,Y
529,D12_01,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,A7,,,,Y
530,D12_02,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,B7,,,,Y
531,D12_03,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,C7,,,,Y
532,SS10_5,Relict dace,Johnson Springs Wetland Complex,South Spring 10,GSJS,GSJS_SS10,Goshute Valley,2019,,SS10,SSnorth,11,709434.26,4538135.77,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,D7,,,,Y
533,D12_05,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,E7,,,,Y
534,D12_06,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,F7,,,,Y
535,SS10_8,Relict dace,Johnson Springs Wetland Complex,South Spring 10,GSJS,GSJS_SS10,Goshute Valley,2019,,SS10,SSnorth,11,709434.26,4538135.77,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,G7,,,,Y
536,D12_08,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,H7,,,,Y
537,D12_09,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,A8,,,,Y
538,D12_10,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,B8,,,,Y
539,D12_11,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,C8,,,,Y
540,D12_12,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,D8,,,,Y
541,D12_13,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,E8,,,,Y
542,D12_14,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,F8,,,,Y
543,D12_15,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,G8,,,,Y
544,D12_16,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,H8,,,,Y
545,D12_17,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,A9,,,,Y
546,D12_18,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,B9,,,,Y
547,SS10_11,Relict dace,Johnson Springs Wetland Complex,South Spring 10,GSJS,GSJS_SS10,Goshute Valley,2019,,SS10,SSnorth,11,709434.26,4538135.77,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,C9,,,,Y
548,D12_20,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,D9,,,,Y
549,SS10_12,Relict dace,Johnson Springs Wetland Complex,South Spring 10,GSJS,GSJS_SS10,Goshute Valley,2019,,SS10,SSnorth,11,709434.26,4538135.77,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,E9,,,,Y
550,SS10_15,Relict dace,Johnson Springs Wetland Complex,South Spring 10,GSJS,GSJS_SS10,Goshute Valley,2019,,SS10,SSnorth,11,709434.26,4538135.77,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,F9,,,,Y
551,D12_23,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,G9,,,,Y
552,D12_24,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,H9,,,,Y
553,D12_25,Relict dace,Johnson Springs Wetland Complex,Ditch 12,GSJS,GSJS_D12,Goshute Valley,2019,,D12,Dwest,11,709557.4206,4538427.442,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,A10,,,,Y
554,SS10_16,Relict dace,Johnson Springs Wetland Complex,South Spring 10,GSJS,GSJS_SS10,Goshute Valley,2019,,SS10,SSnorth,11,709434.26,4538135.77,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,B10,,,,Y
555,SS10_18,Relict dace,Johnson Springs Wetland Complex,South Spring 10,GSJS,GSJS_SS10,Goshute Valley,2019,,SS10,SSnorth,11,709434.26,4538135.77,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,C10,,,,Y
556,D13_03,Relict dace,Johnson Springs Wetland Complex,Ditch 13,GSJS,GSJS_D13,Goshute Valley,2019,,D13,Dwest,11,709500.6527,4538345.183,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,D10,,,,Y
557,SS10_19,Relict dace,Johnson Springs Wetland Complex,South Spring 10,GSJS,GSJS_SS10,Goshute Valley,2019,,SS10,SSnorth,11,709434.26,4538135.77,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,E10,,,,Y
558,SS10_21,Relict dace,Johnson Springs Wetland Complex,South Spring 10,GSJS,GSJS_SS10,Goshute Valley,2019,,SS10,SSnorth,11,709434.26,4538135.77,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,F10,,,,Y
559,SS10_25,Relict dace,Johnson Springs Wetland Complex,South Spring 10,GSJS,GSJS_SS10,Goshute Valley,2019,,SS10,SSnorth,11,709434.26,4538135.77,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,G10,,,,Y
560,SS11_8,Relict dace,Johnson Springs Wetland Complex,South Spring 11,GSJS,GSJS_SS11,Goshute Valley,2019,,SS11,SSnorth,11,709377.25,4538105.22,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,H10,,,,Y
561,SS11_14,Relict dace,Johnson Springs Wetland Complex,South Spring 11,GSJS,GSJS_SS11,Goshute Valley,2019,,SS11,SSnorth,11,709377.25,4538105.22,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,A11,,,,Y
562,SS11_22,Relict dace,Johnson Springs Wetland Complex,South Spring 11,GSJS,GSJS_SS11,Goshute Valley,2019,,SS11,SSnorth,11,709377.25,4538105.22,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,B11,,,,Y
563,D14_02,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,C11,,,,Y
564,D14_03,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,D11,,,,Y
565,SS11_23,Relict dace,Johnson Springs Wetland Complex,South Spring 11,GSJS,GSJS_SS11,Goshute Valley,2019,,SS11,SSnorth,11,709377.25,4538105.22,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,E11,,,,Y
566,D14_05,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,F11,,,,Y
567,D14_06,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,G11,,,,Y
568,D14_07,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,H11,,,,Y
569,SS12_5,Relict dace,Johnson Springs Wetland Complex,South Spring 12,GSJS,GSJS_SS12,Goshute Valley,2019,,SS12,SSnorth,11,709359.21,4538098.53,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,A12,,,,Y
570,SS12_10,Relict dace,Johnson Springs Wetland Complex,South Spring 12,GSJS,GSJS_SS12,Goshute Valley,2019,,SS12,SSnorth,11,709359.21,4538098.53,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,B12,,,,Y
571,SS12_11,Relict dace,Johnson Springs Wetland Complex,South Spring 12,GSJS,GSJS_SS12,Goshute Valley,2019,,SS12,SSnorth,11,709359.21,4538098.53,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,C12,,,,Y
572,D14_11,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,D12,,,,Y
573,D14_12,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,E12,,,,Y
574,SS12_12,Relict dace,Johnson Springs Wetland Complex,South Spring 12,GSJS,GSJS_SS12,Goshute Valley,2019,,SS12,SSnorth,11,709359.21,4538098.53,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,F12,,,,Y
575,D14_14,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,G12,,,,Y
576,D14_15,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,6,H12,,,,Y
577,D14_16,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,A1,,,,Y
578,D14_17,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,B1,,,,Y
579,D14_18,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,C1,,,,Y
580,D14_19,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,D1,,,,Y
581,D14_20,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,E1,,,,Y
582,D14_21,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,F1,,,,Y
583,SS12_14,Relict dace,Johnson Springs Wetland Complex,South Spring 12,GSJS,GSJS_SS12,Goshute Valley,2019,,SS12,SSnorth,11,709359.21,4538098.53,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,G1,,,,Y
584,D14_23,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,H1,,,,Y
585,D14_24,Relict dace,Johnson Springs Wetland Complex,Ditch 14,GSJS,GSJS_D14,Goshute Valley,2019,,D14,Dwest,11,709426.68,4538278.55,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,A2,,,,Y
586,SS12_16,Relict dace,Johnson Springs Wetland Complex,South Spring 12,GSJS,GSJS_SS12,Goshute Valley,2019,,SS12,SSnorth,11,709359.21,4538098.53,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,B2,,,,Y
587,D15_1,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,C2,,,,Y
588,D15_2,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,D2,,,,Y
589,D15_3,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,E2,,,,Y
590,D15_4,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,F2,,,,Y
591,D15_5,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,G2,,,,Y
592,D15_6,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,H2,,,,Y
593,D15_7,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,A3,,,,Y
594,D15_8,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,B3,,,,Y
595,D15_9,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,C3,,,,Y
596,SS12_18,Relict dace,Johnson Springs Wetland Complex,South Spring 12,GSJS,GSJS_SS12,Goshute Valley,2019,,SS12,SSnorth,11,709359.21,4538098.53,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,D3,,,,Y
597,D15_11,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,E3,,,,Y
598,D15_12,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,F3,,,,Y
599,D15_13,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,G3,,,,Y
600,D15_14,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,H3,,,,Y
601,D15_15,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,A4,,,,Y
602,D15_16,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,B4,,,,Y
603,D15_17,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,C4,,,,Y
604,D15_18,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,D4,,,,Y
605,D15_19,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,E4,,,,Y
606,D15_20,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,F4,,,,Y
607,D15_21,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,G4,,,,Y
608,D15_22,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,H4,,,,Y
609,D15_23,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,A5,,,,Y
610,D15_24,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,B5,,,,Y
611,D15_25,Relict dace,Johnson Springs Wetland Complex,Ditch 15,GSJS,GSJS_D15,Goshute Valley,2019,,D15,Dwest,11,709374.9,4538193.97,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,C5,,,,Y
612,D16_1,Relict dace,Johnson Springs Wetland Complex,Ditch 16,GSJS,GSJS_D16,Goshute Valley,2019,,D16,Dwest,11,709569.63,4538375.65,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,D5,,,,Y
613,SS12_20,Relict dace,Johnson Springs Wetland Complex,South Spring 12,GSJS,GSJS_SS12,Goshute Valley,2019,,SS12,SSnorth,11,709359.21,4538098.53,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,E5,,,,Y
614,D16_3,Relict dace,Johnson Springs Wetland Complex,Ditch 17,GSJS,GSJS_D16,Goshute Valley,2019,,D16,Dwest,11,709569.63,4538375.65,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,F5,,,,Y
615,D16_4,Relict dace,Johnson Springs Wetland Complex,Ditch 17,GSJS,GSJS_D16,Goshute Valley,2019,,D16,Dwest,11,709569.63,4538375.65,,Sarah Epstein,SWCA,2022,Melanie LaCava,7,G5,,,,Y
