SampleID,Path,Species,Project,SampleSite,Valley,CollectionYear,CollectionDate,WaypointName,UTMzone,Easting,Northing,Habitat,Collector,Affiliation,LibPrepYear,PreppedBy,Library,Well,Notes
RD_BTOC_021,/home/mlacava/align/RAD_alignments/RD_BTOC_021_sorted_proper_rmdup.bam,Relict Dace,NA,Odger's Creek,Butte Valley,2017,6/21/17,RD30C,11,668668,4454855,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,D5,NA
RD_BTOC_022,/home/mlacava/align/RAD_alignments/RD_BTOC_022_sorted_proper_rmdup.bam,Relict Dace,NA,Odger's Creek,Butte Valley,2017,6/21/17,RD30C,11,668668,4454855,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,E5,NA
RD_BTOC_023,/home/mlacava/align/RAD_alignments/RD_BTOC_023_sorted_proper_rmdup.bam,Relict Dace,NA,Odger's Creek,Butte Valley,2017,6/21/17,RD30D,11,666996,4458903,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,C4,NA
RD_BTOC_024,/home/mlacava/align/RAD_alignments/RD_BTOC_024_sorted_proper_rmdup.bam,Relict Dace,NA,Odger's Creek,Butte Valley,2017,6/21/17,RD30D,11,666996,4458903,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,D4,NA
RD_BTOC_025,/home/mlacava/align/RAD_alignments/RD_BTOC_025_sorted_proper_rmdup.bam,Relict Dace,NA,Odger's Creek,Butte Valley,2017,6/21/17,RD30D,11,666996,4458903,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,E4,NA
RD_BTQP_001,/home/mlacava/align/RAD_alignments/RD_BTQP_001_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,F4,NA
RD_BTQP_002,/home/mlacava/align/RAD_alignments/RD_BTQP_002_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,G4,NA
RD_BTQP_003,/home/mlacava/align/RAD_alignments/RD_BTQP_003_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,H4,NA
RD_BTQP_004,/home/mlacava/align/RAD_alignments/RD_BTQP_004_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,A5,NA
RD_BTQP_005,/home/mlacava/align/RAD_alignments/RD_BTQP_005_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,B5,NA
RD_BTQP_006,/home/mlacava/align/RAD_alignments/RD_BTQP_006_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,C5,NA
RD_BTQP_007,/home/mlacava/align/RAD_alignments/RD_BTQP_007_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,D5,NA
RD_BTQP_008,/home/mlacava/align/RAD_alignments/RD_BTQP_008_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,E5,NA
RD_BTQP_009,/home/mlacava/align/RAD_alignments/RD_BTQP_009_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,B4,NA
RD_BTQP_010,/home/mlacava/align/RAD_alignments/RD_BTQP_010_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,C4,NA
RD_BTQP_011,/home/mlacava/align/RAD_alignments/RD_BTQP_011_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,D4,NA
RD_BTQP_012,/home/mlacava/align/RAD_alignments/RD_BTQP_012_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,E4,NA
RD_BTQP_013,/home/mlacava/align/RAD_alignments/RD_BTQP_013_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,F4,NA
RD_BTQP_014,/home/mlacava/align/RAD_alignments/RD_BTQP_014_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,G4,NA
RD_BTQP_015,/home/mlacava/align/RAD_alignments/RD_BTQP_015_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,H4,NA
RD_BTQP_016,/home/mlacava/align/RAD_alignments/RD_BTQP_016_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,A5,NA
RD_BTQP_017,/home/mlacava/align/RAD_alignments/RD_BTQP_017_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,B5,NA
RD_BTQP_018,/home/mlacava/align/RAD_alignments/RD_BTQP_018_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,C5,NA
RD_BTQP_019,/home/mlacava/align/RAD_alignments/RD_BTQP_019_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,D5,NA
RD_BTQP_020,/home/mlacava/align/RAD_alignments/RD_BTQP_020_sorted_proper_rmdup.bam,Relict Dace,NA,Quilici Pond,Butte Valley,2017,6/27/17,RD32,11,664830,4466274,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,E5,NA
RD_GSJS_001,/home/mlacava/align/RAD_alignments/RD_GSJS_001_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS05,11,709831,4539941,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,B8,NA
RD_GSJS_002,/home/mlacava/align/RAD_alignments/RD_GSJS_002_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS05,11,709831,4539941,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,C8,NA
RD_GSJS_003,/home/mlacava/align/RAD_alignments/RD_GSJS_003_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS05,11,709831,4539941,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,D8,NA
RD_GSJS_004,/home/mlacava/align/RAD_alignments/RD_GSJS_004_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS05,11,709831,4539941,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,E8,NA
RD_GSJS_005,/home/mlacava/align/RAD_alignments/RD_GSJS_005_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS05,11,709831,4539941,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,F8,NA
RD_GSJS_006,/home/mlacava/align/RAD_alignments/RD_GSJS_006_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS05,11,709831,4539941,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,G8,NA
RD_GSJS_007,/home/mlacava/align/RAD_alignments/RD_GSJS_007_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS05,11,709831,4539941,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,H8,NA
RD_GSJS_008,/home/mlacava/align/RAD_alignments/RD_GSJS_008_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS05,11,709831,4539941,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,A9,NA
RD_GSJS_009,/home/mlacava/align/RAD_alignments/RD_GSJS_009_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS05,11,709831,4539941,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,B9,NA
RD_GSJS_010,/home/mlacava/align/RAD_alignments/RD_GSJS_010_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS05,11,709831,4539941,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,C9,NA
RD_GSJS_011,/home/mlacava/align/RAD_alignments/RD_GSJS_011_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS03,11,709829,4539995,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,D9,NA
RD_GSJS_012,/home/mlacava/align/RAD_alignments/RD_GSJS_012_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS03,11,709829,4539995,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,E9,NA
RD_GSJS_013,/home/mlacava/align/RAD_alignments/RD_GSJS_013_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS03,11,709829,4539995,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,F9,NA
RD_GSJS_014,/home/mlacava/align/RAD_alignments/RD_GSJS_014_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS03,11,709829,4539995,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,G9,NA
RD_GSJS_015,/home/mlacava/align/RAD_alignments/RD_GSJS_015_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS03,11,709829,4539995,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,H9,NA
RD_GSJS_016,/home/mlacava/align/RAD_alignments/RD_GSJS_016_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS03,11,709829,4539995,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,A10,NA
RD_GSJS_017,/home/mlacava/align/RAD_alignments/RD_GSJS_017_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS03,11,709829,4539995,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,B10,NA
RD_GSJS_018,/home/mlacava/align/RAD_alignments/RD_GSJS_018_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS03,11,709829,4539995,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,F5,NA
RD_GSJS_019,/home/mlacava/align/RAD_alignments/RD_GSJS_019_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS03,11,709829,4539995,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,G5,NA
RD_GSJS_020,/home/mlacava/align/RAD_alignments/RD_GSJS_020_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,NS03,11,709829,4539995,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,H5,NA
RD_GSJS_021,/home/mlacava/align/RAD_alignments/RD_GSJS_021_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS03,11,709885,4539042,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,A6,NA
RD_GSJS_022,/home/mlacava/align/RAD_alignments/RD_GSJS_022_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS03,11,709885,4539042,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,B6,NA
RD_GSJS_023,/home/mlacava/align/RAD_alignments/RD_GSJS_023_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS03,11,709885,4539042,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,C6,NA
RD_GSJS_024,/home/mlacava/align/RAD_alignments/RD_GSJS_024_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS03,11,709885,4539042,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,D6,NA
RD_GSJS_025,/home/mlacava/align/RAD_alignments/RD_GSJS_025_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS03,11,709885,4539042,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,E6,NA
RD_GSJS_026,/home/mlacava/align/RAD_alignments/RD_GSJS_026_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS03,11,709885,4539042,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,F6,NA
RD_GSJS_027,/home/mlacava/align/RAD_alignments/RD_GSJS_027_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS03,11,709885,4539042,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,G6,NA
RD_GSJS_028,/home/mlacava/align/RAD_alignments/RD_GSJS_028_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS03,11,709885,4539042,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,H6,NA
RD_GSJS_029,/home/mlacava/align/RAD_alignments/RD_GSJS_029_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS03,11,709885,4539042,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,A7,NA
RD_GSJS_030,/home/mlacava/align/RAD_alignments/RD_GSJS_030_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS03,11,709885,4539042,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,B7,NA
RD_GSJS_031,/home/mlacava/align/RAD_alignments/RD_GSJS_031_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS02,11,709762,4539132,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,C7,NA
RD_GSJS_032,/home/mlacava/align/RAD_alignments/RD_GSJS_032_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS02,11,709762,4539132,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,D7,NA
RD_GSJS_033,/home/mlacava/align/RAD_alignments/RD_GSJS_033_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS02,11,709762,4539132,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,E7,NA
RD_GSJS_034,/home/mlacava/align/RAD_alignments/RD_GSJS_034_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS02,11,709762,4539132,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,F7,NA
RD_GSJS_035,/home/mlacava/align/RAD_alignments/RD_GSJS_035_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS02,11,709762,4539132,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,G7,NA
RD_GSJS_036,/home/mlacava/align/RAD_alignments/RD_GSJS_036_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS02,11,709762,4539132,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,H7,NA
RD_GSJS_037,/home/mlacava/align/RAD_alignments/RD_GSJS_037_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS02,11,709762,4539132,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,A8,NA
RD_GSJS_038,/home/mlacava/align/RAD_alignments/RD_GSJS_038_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS02,11,709762,4539132,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,B8,NA
RD_GSJS_039,/home/mlacava/align/RAD_alignments/RD_GSJS_039_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS02,11,709762,4539132,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,C8,NA
RD_GSJS_040,/home/mlacava/align/RAD_alignments/RD_GSJS_040_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS02,11,709762,4539132,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,D8,NA
RD_GSJS_041,/home/mlacava/align/RAD_alignments/RD_GSJS_041_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/20/17,CS04,11,709919,4538984,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,E8,NA
RD_GSJS_042,/home/mlacava/align/RAD_alignments/RD_GSJS_042_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/20/17,CS04,11,709919,4538984,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,F8,NA
RD_GSJS_043,/home/mlacava/align/RAD_alignments/RD_GSJS_043_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/20/17,CS04,11,709919,4538984,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,G8,NA
RD_GSJS_044,/home/mlacava/align/RAD_alignments/RD_GSJS_044_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/20/17,CS04,11,709919,4538984,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,H8,NA
RD_GSJS_045,/home/mlacava/align/RAD_alignments/RD_GSJS_045_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/20/17,CS04,11,709919,4538984,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,A9,NA
RD_GSJS_046,/home/mlacava/align/RAD_alignments/RD_GSJS_046_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/20/17,CS04,11,709919,4538984,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,B9,NA
RD_GSJS_047,/home/mlacava/align/RAD_alignments/RD_GSJS_047_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/20/17,CS04,11,709919,4538984,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,C9,NA
RD_GSJS_048,/home/mlacava/align/RAD_alignments/RD_GSJS_048_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/20/17,CS04,11,709919,4538984,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,D9,NA
RD_GSJS_049,/home/mlacava/align/RAD_alignments/RD_GSJS_049_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS11,11,709611,4538736,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,E9,NA
RD_GSJS_050,/home/mlacava/align/RAD_alignments/RD_GSJS_050_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS11,11,709611,4538736,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,F9,NA
RD_GSJS_051,/home/mlacava/align/RAD_alignments/RD_GSJS_051_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS11,11,709611,4538736,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,G9,NA
RD_GSJS_052,/home/mlacava/align/RAD_alignments/RD_GSJS_052_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS11,11,709611,4538736,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,H9,NA
RD_GSJS_053,/home/mlacava/align/RAD_alignments/RD_GSJS_053_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS11,11,709611,4538736,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,A10,NA
RD_GSJS_054,/home/mlacava/align/RAD_alignments/RD_GSJS_054_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS11,11,709611,4538736,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,B10,NA
RD_GSJS_055,/home/mlacava/align/RAD_alignments/RD_GSJS_055_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS11,11,709611,4538736,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,F5,NA
RD_GSJS_056,/home/mlacava/align/RAD_alignments/RD_GSJS_056_sorted_proper_rmdup.bam,Relict Dace,Johnson Springs Wetland Complex,Johnson Springs Wetland Complex,Goshute Valley,2017,7/19/17,CS11,11,709611,4538736,NA,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,G5,NA
