C16_21	409622,323754,178702
C16_22	1105077,880021,485383
C16_23	754220,597015,350318
C16_24	560937,440381,265441
C16_25	1152205,915606,503563
C17_01	3395476,2658033,1262746
C17_02	4724492,3729647,1622039
C17_03	2943452,2349647,1116957
C17_04	624413,488105,291556
C17_05	669825,524735,312691
C17_06	1202306,949223,526087
C17_07	1621783,1279384,671444
C17_08	1433801,1135010,605387
C17_09	1145482,897695,502771
C17_10	443346,352081,193892
C17_11	664097,528587,313013
C17_12	623735,490168,294750
C18_01	767139,605946,353423
C18_02	986631,784618,398947
C18_03	641985,505974,269313
C18_04	494075,390882,214414
C19_01	1307208,1036750,564918
C19_02	385605,307751,190351
C20_01	1068292,855083,473835
C21_01	1089356,847299,478875
C21_02	512649,404478,246548
C21_03	832504,655776,378530
C21_04	1131260,897545,495979
C21_05	485759,383053,233818
C21_06	1056815,829008,464382
C21_07	668045,528973,311381
C21_08	742143,591230,341818
C21_09	625572,492621,291498
C22_01	1039857,818515,415458
C22_02	782204,615289,358483
C22_03	776362,610100,357638
C22_04	738574,587665,340410
C22_05	1879992,1484057,769365
C22_06	494028,391519,238349
C22_07	1521557,1198632,641538
C22_08	795117,628537,362991
C22_09	2277660,1796838,901359
C22_10	679754,533339,314352
C22_11	1169351,919577,506354
C23_01	1194848,941271,523238
C23_02	2772801,2184905,1060316
C23_03	1264633,1001553,546647
C23_04	1822051,1433833,749898
C23_05	732989,578802,339049
C23_06	871365,690993,393240
C23_07	680263,538191,315161
C23_08	3584059,2835646,1314819
C23_09	2469545,1969427,964736
C23_10	1519340,1195276,634560
C23_11	701433,556140,323429
C23_12	299796,235971,149619
C23_13	1043299,826750,464373
C23_14	613207,481079,254216
C23_15	2578250,2030288,1012181
C23_16	4322103,3406029,1528437
C23_17	1852814,1463123,758866
C23_18	1235778,975288,530331
C23_19	4036437,3237602,1458649
C24_01	536081,423967,257941
C24_02	858809,678233,351864
C24_03	1739526,1378396,720941
C24_04	698946,552309,299174
C24_05	3417663,2603419,1236304
C24_06	5321222,4041955,1778437
C24_07	45437,34640,25798
C24_08	5464992,4236022,1710432
C24_09	1080316,864512,443087
C24_10	3216543,2454514,1164600
C24_11	1497344,1183812,592136
C24_12	570161,450250,243766
C24_13	481616,378493,209916
C24_14	211929,160810,105476
C24_15	3000988,2305104,1115963
C24_16	16921,13131,10208
C24_17	5375433,4185478,1806938
C24_18	812158,623478,356140
C24_19	4264764,3363469,1374074
C24_20	6271982,4805432,2031024
C24_21	2098240,1591381,816707
C30_01	2113511,1603346,823966
C30_02	2470472,1917118,940878
C30_03	13305868,10498818,3374979
C31_01	982849,771165,432056
C31_02	208553,166337,98400
C31_03	1819035,1385658,715338
C31_04	5108984,3923073,1722381
C31_05	193752,146039,99844
C31_06	1224779,941464,515915
C31_07	1986989,1508096,783739
C31_08	9858167,7800702,2648242
C31_09	2068618,1597546,812529
C31_10	308213,236622,146550
C31_11	1925698,1496491,755282
C31_12	2045351,1552106,803499
C31_13	2125858,1618188,813630
C31_14	20840,16341,12444
C31_15	4062999,3064051,1432311
C31_16	6552586,4992894,2115728
C31_17	7414775,5868756,2208669
C31_18	1076660,813939,455469
C31_19	1351387,1037433,564302
C31_20	2142838,1635938,838390
C31_21	2912671,2210473,1070853
C31_22	2098980,1598556,812563
C31_23	3141183,2373787,1156853
C31_24	209337,159224,106268
C31_25	5506124,4231782,1835168
C32_01	1899488,1449857,749140
C32_02	3258622,2571509,1095152
C32_03	8471773,6503249,2590237
C32_04	3633261,2770528,1288162
C32_05	34245,24363,19076
C32_06	1958058,1505003,759083
C32_07	602037,462384,275103
C32_08	34800,30592,12157
C32_09	2768782,2133264,1039154
C32_10	1447507,1101555,589828
C32_11	4698115,3626803,1602963
C32_12	3301713,2561923,1191143
C32_13	1411094,1080132,582535
C32_14	1524435,1164184,622840
C32_15	967223,743846,418724
C32_16	17434,13356,10344
C32_17	697344,537839,310691
C32_18	1863673,1412303,732380
C32_19	2488077,1892018,949180
C32_20	2484721,1902647,950409
C32_21	1707053,1319152,692582
C32_22	1200531,916722,509216
C32_23	661193,507289,300227
C32_24	1769386,1338099,712195
C32_25	2082906,1595045,817928
C33_10	2092907,1557504,792837
C33_11	7372,5713,5220
C33_12	1466937,1087347,582109
C33_13	1816012,1339945,692755
C33_14	1862498,1380266,711382
C33_15	1615400,1205921,629996
C33_16	1349252,997630,540486
C33_17	4017,3055,2920
C33_18	8892,6794,6440
C33_19	1601536,1189760,625265
C33_1	1632674,1222363,648019
C33_20	7336272,5660136,2115413
C33_21	846113,625916,350234
C33_22	1950133,1496891,712282
C33_23	1884697,1446912,691392
C33_24	1203324,890668,478764
C33_25	1378490,1058781,537147
C33_2	3276978,2405219,1141616
C33_3	41339,29882,22719
C33_4	1334324,988905,536968
C33_5	2552057,1894414,933241
C33_6	2338525,1730026,861828
C33_7	3343192,2472746,1178694
C33_8	1149767,860949,471942
C33_9	1118787,833812,455672
COR_01	4056779,2979337,1354821
COR_02	1980385,1456403,733180
COR_03	2745163,2075669,936362
COR_04	2242108,1649667,817651
COR_05	2101315,1542392,770457
COR_06	1660018,1215827,613539
COR_07	3502714,2642954,1140296
COR_08	4637087,3499588,1442083
COR_09	2510600,1844468,899530
COR_10	897395,659388,371118
COR_11	1727612,1262589,657384
COR_12	1617515,1187926,618565
COR_13	6389375,4849687,1870778
COR_14	11520578,8762989,2989952
COR_15	1732645,1266879,655292
COR_16	1395235,1008194,533116
COR_17	2375568,1754866,861298
COR_18	2764295,1999108,961626
COR_19	1348096,997960,533195
COR_20	2422505,1836130,852604
CS20_01	2388703,1835055,918512
CS20_02	1188632,904506,502387
CS20_03	1136934,866491,484031
CS20_04	4685936,3566541,1607850
CS20_05	1675411,1251398,670192
CS20_06	908279,716022,384085
CS20_07	2138211,1628914,837144
CS20_08	1284023,982238,538624
CS20_09	1594618,1222928,647039
CS20_10	6090180,4682266,1945802
CS20_11	2968627,2264721,1099577
CS20_12	828389,632909,367574
CS20_13	1709179,1295970,685628
CS20_14	1223447,940858,513426
CS20_15	229098,178302,114165
CS20_16	719663,572261,308999
CS20_17	1195757,914770,500391
CS20_18	3581293,2724360,1293319
CS20_19	890092,680544,390503
CS20_20	5238419,4003966,1746176
CS20_21	517551,394881,240391
CS20_22	1616969,1249431,658141
CS20_23	754950,573915,339270
CS20_24	872513,676438,385374
CS20_25	779961,616453,324087
CS23A_01	1450222,1112551,614703
CS23A_02	4204714,3267653,1493164
CS23A_03	3700438,2887005,1352463
CS23A_04	478654,372192,234422
CS23A_05	622760,483992,293102
CS23A_06	727921,569952,341307
CS23A_07	656690,509416,306969
CS23A_08	1521962,1189169,637356
CS23A_09	2194365,1696890,877124
CS23A_10	5060407,3933917,1750880
CS23A_11	2799060,2161545,1072220
CS23A_12	2154917,1685146,866519
CS23A_13	1732117,1343407,708027
CS23A_14	3429595,2710492,1278412
CS23A_15	1143684,885998,495403
CS23A_16	3119234,2446687,1183374
CS23A_17	599616,466922,284489
CS23A_18	2994271,2329182,1136950
CS23A_19	2163951,1678440,868937
CS23A_20	1440537,1136511,612321
CS23A_21	533040,412827,255966
CS23A_22	3012523,2389306,1142778
CS23A_23	766584,591554,352775
CS23A_24	431049,333196,210925
CS23A_25	2799199,2187717,1070716
CS25_01	4695810,3656139,1645400
CS25_02	982633,770710,440143
CS25_03	1153002,893432,501652
CS25_04	968369,756233,426280
CS25_05	2189137,1721055,861916
CS25_06	285370,223229,141806
CS25_07	328282,257639,164073
CS25_08	1055268,815810,464088
CS25_09	1342776,1045053,570646
CS25_10	1605748,1254764,671484
CS25_11	899980,693570,405641
CS25_12	2041240,1585064,827775
CS25_13	2552813,2011069,993906
CS25_14	880291,683351,393963
CS25_15	830327,648832,374819
CS25_16	2425284,1886267,945344
CS25_17	1491271,1160051,622547
CS25_18	1465704,1144520,618589
CS25_19	2867495,2232502,1100192
CS25_20	5669921,4425192,1912870
CS25_21	3120939,2448139,1177352
CS25_22	369992,287695,183625
CS25_23	474885,366678,229476
CS25_24	2855679,2234759,1101059
CS25_25	3548587,2764988,1305763
CS27_01	1035371,808288,462344
CS27_02	579525,446264,277483
CS27_03	449720,352410,218998
CS27_04	550363,433891,263078
CS27_05	1285018,998978,549141
CS27_06	1022965,794956,450473
CS27_07	1980275,1548152,796217
CS27_08	2671606,2099517,1024572
CS27_09	548519,429751,263018
CS27_10	724645,564907,335969
CS27_11	529052,413176,251872
CS27_12	598495,469598,283211
CS27_13	357131,280788,157866
CS27_14	1077812,836495,471645
CS27_15	459923,357823,224151
CS27_16	2330099,1812557,916584
CS27_17	3065849,2410096,1149497
CS27_18	1861657,1455546,760087
CS27_19	887451,695729,399304
CS27_20	4631619,3610939,1623283
CS27_21	2894568,2254643,1096227
CS27_22	929341,722598,414650
CS27_23	1347804,1045745,571927
CS27_24	1685054,1312340,695310
CS27_25	1292254,1007077,559848
CS29_01	2992316,2332801,1131904
CS29_02	3207587,2501480,1197407
CS29_03	3186211,2477452,1191319
CS29_04	982747,766591,437029
CS29_05	555390,439045,239793
CS29_06	1636276,1279538,672092
CS29_07	2838200,2215520,1083112
CS30A_01	689919,539789,321531
CS30A_02	448653,347049,218939
CS30A_03	1121756,879318,488050
CS30A_04	188602,147514,97791
CS30A_05	9012518,6896378,2548339
CS30A_06	962188,750622,426571
CS30A_07	219775,176604,104610
CS30A_08	569611,458795,246438
CS30A_09	789185,608288,361189
CS30A_10	548809,422741,245534
CS30A_11	2058506,1623089,834383
CS30A_12	738270,570546,340277
CS30A_13	788663,614659,356917
CS30A_14	537206,418348,256154
CS30A_15	3072512,2444648,1184983
CS30A_16	2107597,1669648,867540
CS30A_17	2202013,1756312,904081
CS30A_18	3056129,2434616,1186504
CS30A_19	1564320,1247902,667471
CS30A_20	5018408,4030218,1770752
CS30A_21	1799453,1440623,754095
CS30A_22	2151681,1674580,785429
CS30A_23	2402857,1898741,973144
CS30A_24	3566927,2817903,1359920
CS30A_25	1234487,959758,511034
D01_10	2748897,2192891,1074606
D01_11	1880276,1509992,794182
D01_12	3099439,2470264,1204478
D01_13	948038,755211,432729
D01_14	2391675,1901980,959181
D01_15	2791657,2221747,1108472
D01_1	5174758,4136369,1834422
D01_2	1334734,1061364,580305
D01_3	3433683,2757632,1305889
D01_4	2973817,2382599,1146792
D01_5	4063662,3262445,1528683
D01_6	3771418,3010332,1424088
D01_7	8530555,6810915,2705479
D01_8	2609814,2065373,1038418
D01_9	3696193,2960235,1381215
D02_01	2594858,2060735,1031838
D02_02	2401122,1908721,958572
D02_03	1092449,870296,486172
D02_04	140269,109590,78610
D02_05	418914,336701,205672
D02_06	2273130,1827644,924103
D02_07	3594928,2864691,1357194
D02_08	2826971,2257845,1098804
D02_09	2491964,1987479,999067
D02_10	3628998,2891920,1372366
D02_11	1911839,1519501,805090
D02_12	2802738,2229269,1091559
D02_13	1085345,866081,484783
D02_14	2901674,2332069,1146174
D02_15	2394901,1910147,970510
D02_16	2085136,1659290,853232
D02_17	801308,631352,370733
D02_18	3074401,2439359,1192139
D02_19	6197955,4942669,2125790
D02_20	1510491,1210932,654381
D02_21	1220502,955326,492515
D02_22	603980,459687,255361
D02_23	7272954,5824811,2416420
D02_24	1888499,1495915,798346
D02_25	1549300,1223566,669000
D03_01	4397579,3514243,1608401
D03_02	684368,548752,322869
D03_03	1139306,920319,507273
D03_04	1992189,1583669,828505
D03_05	1778124,1421215,745933
D03_06	1201270,953785,535985
D03_07	7454105,5987001,2415509
D03_08	2126465,1694625,861917
D03_09	2433060,1944436,968260
D03_10	820129,654951,377416
D03_11	1008729,809999,453468
D03_12	1869060,1507748,775545
D03_13	2294807,1828201,935899
D03_14	3763934,3005226,1404572
D03_15	2830382,2253521,1106760
D03_16	3335413,2672171,1262104
D03_17	1726840,1380984,732793
D03_18	1307457,1044812,568505
D03_19	8121109,6471571,2616627
D03_20	1192352,950185,529238
D03_21	3494862,2801617,1326774
D03_22	3026823,2413035,1166645
D04_01	898466,712923,415130
D08_01	1410283,1123281,612946
D08_02	1066645,839408,429137
D08_03	2295369,1833243,933856
D09_01	6458781,5162638,2193220
D09_02	1866024,1501623,788350
D09_03	1692876,1360012,718677
D09_04	1766044,1406768,740913
D09_05	1276676,1009953,562956
D09_06	1560802,1246060,670966
D09_07	2789552,2215683,1087161
D09_08	2977668,2387484,1143226
D09_09	576115,461100,277312
D09_10	6706589,5376863,2258775
D09_11	2392584,1906717,963786
D09_12	11373052,9052496,3360022
D09_13	874902,697265,397857
D09_14	5475323,4373293,1891394
D09_15	2865088,2283932,1106894
D09_16	1090074,861767,498747
D09_17	2756695,2199998,1085863
D09_18	4811376,3865435,1738902
D09_19	1333452,1063615,596387
D09_20	2139734,1611232,837991
D09_21	1978479,1560105,723190
D09_22	2460210,1939647,874174
D09_23	2479479,1861534,973591
D09_24	1436266,1082406,594044
D09_25	2320889,1867475,853781
D10_01	1303472,981951,549095
D10_02	1976870,1499096,784154
D10_03	3806644,2841223,1370991
D10_04	917134,683986,410787
D10_05	1706722,1256246,687806
D10_06	2718712,2055373,1042117
D10_07	1390433,1038785,582110
D10_08	1807778,1366268,734556
D10_09	1936983,1464300,771831
D10_10	2302945,1750262,906121
D10_11	2221515,1620508,880732
D10_12	2633878,1975959,1013853
D10_13	1943253,1451266,780055
D10_14	1960429,1500013,781159
D10_15	1192227,893704,514249
D10_16	1771634,1320931,722992
D10_17	2263969,1704347,882024
D10_18	2924147,2314159,1037260
D10_19	1856357,1397417,732221
D10_20	1728144,1304348,703517
D10_21	1501863,1131508,625281
D10_22	1932518,1432108,776984
D10_23	1246872,938727,527158
D10_24	1561606,1181191,649006
D10_25	332164,245191,158505
D11_01	1801230,1369077,733691
D11_02	1880632,1416249,752842
D11_03	1919180,1506689,696584
D11_04	970596,744487,387111
D11_05	2118283,1670773,766489
D11_06	8728,6737,5971
D11_07	1060996,801036,458286
D11_08	1157082,853181,490665
D11_09	1073520,811141,462690
D11_10	1608888,1202806,604567
D11_11	1959296,1515985,728056
D11_12	847381,659752,346092
D11_13	1630007,1285446,625012
D11_14	976385,760178,400596
D11_15	1787175,1412982,661748
D11_16	1921032,1529886,726981
D11_17	1179080,894332,472926
D12_01	2131129,1603536,835602
D12_02	1932834,1445286,778266
D12_03	3100597,2329837,1167485
D12_04	2082528,1647113,755042
D12_05	852756,647313,379414
D12_06	701117,534917,318479
D12_07	2638126,2068877,957780
D12_08	2219633,1670575,866594
D12_09	2309978,1701135,889826
D12_10	2198216,1686805,856711
D12_11	1889208,1377828,749163
D12_12	2258261,1697259,885930
D12_13	1688376,1268275,685800
D12_14	1532696,1156892,637171
D12_15	1311445,977357,553383
D12_16	1598935,1180256,646884
D12_17	2555539,1889597,979812
D12_18	2208934,1652154,867013
D12_19	893233,672131,363661
D12_20	1752673,1324202,714398
D12_21	2701886,2105456,954327
D12_22	219687,170069,101317
D12_23	1313131,984333,554676
D12_24	2510610,1891046,965987
D12_25	796659,594537,346900
D13_01	1074275,816978,422110
D13_02	3026662,2257324,1076025
D13_03	2454000,1825470,942922
D13_04	1336491,1035556,521812
D13_05	2621982,1942139,970297
D13_06	1939191,1487517,718788
D13_07	1026219,795691,410495
D13_08	2283695,1804699,869995
D14_01	1851901,1351924,684259
D14_02	1845932,1385227,735576
D14_03	2571177,1928639,983102
D14_04	2851627,2129698,1006729
D14_05	817734,613226,363336
D14_06	1833846,1366999,756423
D14_07	1917763,1445997,764954
D14_08	1962549,1467923,737825
D14_09	722001,555237,302024
D14_10	2970470,2172643,1031372
D14_11	3614,2858,2611
D14_12	2015859,1516454,805387
D14_13	2397482,1864831,856798
D14_14	1760733,1336031,724127
D14_15	1843019,1380018,747281
D14_16	2459789,1827313,912613
D14_17	1555544,1162324,613377
D14_18	1255850,941344,506637
D14_19	3504708,2629478,1235201
D14_20	871667,635010,366315
D14_21	1210918,891431,496366
D14_22	791650,618044,337003
D14_23	771354,565544,331688
D14_24	984712,731211,417158
D14_25	654874,510589,283068
D15_10	8448568,6547947,2384339
D15_11	2798762,2115403,1016396
D15_12	1636081,1242155,639920
D15_13	3308608,2497509,1172272
D15_14	2757014,2081528,1003295
D15_15	2336821,1755066,869475
D15_16	4521573,3415362,1534524
D15_17	3546191,2687513,1229395
D15_18	147730,106760,73605
D15_19	1618641,1208172,632636
D15_1	2733270,2033563,989674
D15_20	1978898,1474623,763407
D15_21	655559,492494,274352
D15_22	1498444,1132622,602850
D15_23	981647,723944,414660
D15_24	907236,662625,378308
D15_25	847371,619518,362593
D15_2	137266,103001,67700
D15_3	2234777,1677531,840941
D15_4	3276868,2480324,1163035
D15_5	3535466,2661296,1232251
D15_6	818339,614036,353532
D15_7	2787587,2093973,1015865
D15_8	6279974,4743265,1983281
D15_9	4239005,3197119,1450099
D16_10	663628,498777,293982
D16_11	806492,601140,351210
D16_12	1024734,771332,427209
D16_13	877723,636087,365982
D16_14	930091,683049,393526
D16_15	2247281,1665528,838645
D16_16	2958911,2216895,1073887
D16_17	1082293,813943,460710
D16_18	515924,405508,225201
D16_1	910737,671686,393713
D16_2	257256,202405,117381
D16_3	761656,552271,323509
D16_4	7611,5812,5011
D16_5	5441,4357,3793
D16_6	895440,676246,373140
D16_7	934229,698967,393568
D16_8	1225878,909368,496674
D16_9	218547,173819,104903
D17_1	4103907,3157846,1305340
D17_2	887003,665517,382335
D17_3	723789,547652,313415
D17_4	3697005,2791756,1245472
D17_5	1044752,788433,436763
D19_10	1300298,974416,524088
D19_11	1639092,1225435,634384
D19_12	611897,478983,261006
D19_13	853976,639317,363000
D19_14	658326,493290,288055
D19_15	767446,570840,329282
D19_16	992034,734531,413104
D19_1	1731261,1303690,676962
D19_2	1778190,1331147,683846
D19_3	2779196,2087503,1008856
D19_4	4617571,3484564,1553637
D19_5	1068700,800779,443777
D19_6	1879398,1409120,715374
D19_7	325076,237141,147275
D19_8	2388754,1786159,888676
D19_9	1158556,869498,473012
D20_1	1346482,1011707,541348
D20_2	4280924,3208634,1449902
D20_3	13414506,10568628,3364730
D20_4	5170749,3898078,1699806
D20_5	756228,564708,325313
D20_6	797944,597802,342527
D22_10	745265,549006,319570
D22_11	2100684,1582127,798114
D22_12	690339,504858,298330
D22_13	487967,384769,216640
D22_14	1050979,790159,439299
D22_15	1744853,1303509,686118
D22_16	677574,501525,298506
D22_17	647379,468042,295104
D22_18	803758,589191,357687
D22_19	861739,650426,388315
D22_1	367050,288476,165458
D22_20	585386,440592,276419
D22_21	435362,341145,194071
D22_22	682687,517005,312394
D22_23	245385,189819,113625
D22_24	311112,247998,142176
D22_25	593092,442685,277441
D22_2	883835,659495,374071
D22_3	632515,475488,277121
D22_4	961202,702615,400998
D22_5	842419,632292,359000
D22_6	534951,417001,233122
D22_7	900577,673462,386201
D22_8	390483,304987,174324
D22_9	1083933,790500,449693
D25_1	3093385,2314927,1155091
D26_10	682200,511390,317119
D26_1	1508485,1124203,608522
D26_2	1604593,1195179,664590
D26_3	2223023,1673221,871666
D26_4	10399,7885,6660
D26_5	2447814,1848349,943925
D26_6	1382915,1050308,586104
D26_7	1077723,811352,472391
D26_8	1716022,1270920,704738
D26_9	2369358,1782332,915782
D27_1	2874312,2168349,1086109
D27_2	1160019,870102,505148
D27_3	658264,485824,303789
D27_4	425183,315709,204945
D27_5	2551491,1919887,958165
D27_6	809264,605866,370887
D27_7	758782,564530,345803
D28_10	879019,664618,369853
D28_11	5457740,4186049,1683274
D28_12	877285,658036,392410
D28_13	466826,352543,226461
D28_14	616648,476713,264325
D28_1	3066122,2306343,1139839
D28_2	2573604,1936162,988843
D28_3	1773340,1331295,734043
D28_4	535918,402856,248939
D28_5	1927618,1458368,776510
D28_6	3551,2694,2556
D28_7	2741573,2061016,1032524
D28_8	2346891,1765824,931888
D28_9	948762,696036,424351
D29_1	35463,26447,19411
D30_10	2378922,1799131,907946
D30_11	1100636,828212,472942
D30_12	1531785,1164372,639552
D30_13	2392340,1807391,940262
D30_14	760220,573086,345284
D30_15	2969052,2252703,1094587
D30_16	2098210,1578507,785057
D30_17	2414099,1825711,933662
D30_18	3597130,2709708,1309258
D30_19	829214,628938,375815
D30_1	1187242,887598,507490
D30_20	860864,651165,385899
D30_21	2399764,1812270,929742
D30_22	1857782,1401052,737532
D30_23	3438017,2577186,1264320
D30_24	4260440,3211375,1489074
D30_25	3242314,2457819,1208003
D30_2	1934168,1450081,781521
D30_3	2162271,1628766,852536
D30_4	3839495,2911181,1397114
D30_5	2444502,1845370,949054
D30_6	1871091,1412623,760067
D30_7	7357,5741,5307
D30_8	2611909,1958039,963259
D30_9	2868515,2159614,1082439
D31_10	276304,208798,136596
D31_11	168216,126631,85214
D31_12	8140581,6239815,2299905
D31_13	1437825,1089341,603473
D31_14	2278501,1725586,893769
D31_15	1001558,750216,439793
D31_16	1347313,1018132,574543
D31_17	750023,588484,320382
D31_18	114766,86709,60279
D31_19	39533,29880,21653
D31_1	1389080,1046827,589282
D31_2	2139600,1616802,842801
D31_3	3702946,2794998,1345595
D31_4	3104052,2338162,1150814
D31_5	3280443,2485006,1222902
D31_6	2669481,2013754,1019209
D31_7	2650631,1995253,983191
D31_8	2613594,1967843,997881
D31_9	7929,6001,5210
D32_1	148902,112438,77351
D32_2	1521967,1152533,629352
D32_3	1431855,1069478,607109
D32_4	767062,576732,326619
D32_5	894853,668514,403097
D32_6	1339722,1004661,568032
D32_7	938210,714749,421971
D33_10	1177964,902637,463941
D33_11	952546,737395,388624
D33_12	2705228,2129727,945535
D33_13	556522,421373,241454
D33_14	279946,209417,128092
D33_15	834330,640998,344824
D33_16	453949,345020,200133
D33_17	1457378,1155993,560563
D33_18	846986,652360,355957
D33_19	574622,447232,256911
D33_1	1769161,1336710,731589
D33_20	1133101,865421,461463
D33_21	939760,717278,387383
D33_22	1020796,779422,419393
D33_23	1325288,1053169,509736
D33_24	947360,720776,387221
D33_25	1038768,810608,430771
D33_2	1693421,1292606,703212
D33_3	34283,26144,19255
D33_4	771692,586862,321685
D33_5	869807,659657,353797
D33_6	564571,429191,245116
D33_7	1754611,1377870,644737
D33_8	639964,485462,269610
D33_9	916628,710631,369508
D34_10	1391909,1099012,562720
D34_11	1314511,1056142,517328
D34_1	1520043,1219807,589464
D34_2	1398255,1104590,539484
D34_3	1815543,1431397,679221
D34_4	4314067,3407395,1395451
D34_5	408318,314939,186071
D34_6	2344293,1840002,824022
D34_7	581561,442530,252120
D34_8	1082038,828951,439715
D34_9	1179067,930960,456645
D35_10	1585127,1250527,597070
D35_11	1563517,1229135,585217
D35_12	892308,679107,371620
D35_13	1243500,951958,495665
D35_14	1368110,1081162,526161
D35_15	823187,627053,345165
D35_16	951519,724437,388840
D35_17	500920,382289,222351
D35_18	585288,444431,250855
D35_19	525552,403283,234145
D35_1	733940,559290,308749
D35_20	360241,275091,162027
D35_21	810496,625405,345061
D35_22	1669481,1321685,625527
D35_23	944757,725035,382336
D35_24	762963,589388,321283
D35_25	884535,686654,363909
D35_2	1355438,1073301,525727
D35_3	838584,630813,346953
D35_4	1033737,784553,417563
D35_5	915506,707565,376588
D35_6	503666,385450,224128
D35_7	1502932,1194502,574873
D35_8	2843883,2227569,1003445
D35_9	1531962,1206869,575948
D36_10	502931,384901,221544
D36_11	943259,716903,363667
D36_12	1774399,1353506,671248
D36_13	736080,562101,311041
D36_14	723732,553900,310973
D36_15	645536,489207,273683
D36_16	870785,668342,358608
D36_17	1128148,863396,454968
D36_18	1427043,1088985,534861
D36_19	1109381,849266,446120
D36_1	848836,683351,347766
D36_20	4273174,3288876,1360690
D36_21	1753484,1338882,634536
D36_22	642602,496617,282018
D36_23	777350,596100,323507
D36_24	697900,534860,298259
D36_25	804276,614537,335550
D36_2	662262,504475,282934
D36_3	600596,461182,261224
D36_4	960470,761714,393941
D36_5	526724,407223,235796
D36_6	680077,515021,290397
D36_7	852460,646712,352067
D36_8	8936,6953,6037
D36_9	975564,745843,401727
D37_10	1553434,1199598,595504
D37_11	1363551,1040292,535854
D37_12	714298,564490,317346
